
TASKID,主题,价值,任务所有者,优先级,修改时间,修改者,涉及对象,关闭时间,创建时间,创建者,到期日期,增加营销活动信息,备注,微信状态,拨打状态,描述,标签,状态,行动摘要
zcrm_105530000002190561,18年春电销,低,袁丽,高,2018-04-14 03:33 下午,袁丽,砀山县润生汽车修理厂,2018-04-14 03:33 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190562,18年春电销,低,袁丽,高,2018-04-14 03:30 下午,袁丽,东至县平安小汽车修理厂,2018-04-14 03:30 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190563,18年春电销,无,袁丽,高,2018-04-14 04:50 下午,袁丽,合肥市蜀山区东成汽车修理厂,2018-04-14 04:50 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190564,18年春电销,无,袁丽,高,2018-04-14 03:25 下午,袁丽,合肥市易车轩汽车服务有限责任公司,2018-04-14 03:25 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190565,18年春电销,低,袁丽,高,2018-04-14 03:23 下午,袁丽,肥东县撮镇车顺丰汽车修理厂,2018-04-14 03:23 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190566,18年春电销,中,袁丽,高,2018-04-14 03:19 下午,袁丽,合肥庐阳区源泉汽车修理厂,2018-04-14 03:19 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190567,18年春电销,无,袁丽,高,2018-04-14 04:48 下午,袁丽,寿光市顺程汽修厂,2018-04-14 04:48 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190568,18年春电销,无,袁丽,高,2018-04-14 03:14 下午,袁丽,合肥瑶海区旺达汽车修理厂,2018-04-14 03:14 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190569,18年春电销,无,袁丽,高,2018-04-14 03:12 下午,袁丽,肥西县诚信到汽车修理厂,2018-04-14 03:12 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190570,18年春电销,无,袁丽,高,2018-04-14 04:46 下午,袁丽,肥西金南汽车修理厂,2018-04-14 04:46 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190571,18年春电销,无,袁丽,高,2018-04-14 03:09 下午,袁丽,肥西县花岗镇泰宏汽车修理厂,2018-04-14 03:09 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190572,18年春电销,无,袁丽,高,2018-04-14 04:45 下午,袁丽,合肥众奥小汽车修理有限责任公司,2018-04-14 04:45 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190573,18年春电销,无,袁丽,高,2018-04-14 03:06 下午,袁丽,芜湖市宏兵汽车修理厂,2018-04-14 03:06 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190574,18年春电销,无,袁丽,高,2018-04-14 03:02 下午,袁丽,铜陵市鑫运汽车修理有限责任公司,2018-04-14 03:02 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190575,18年春电销,无,袁丽,高,2018-04-14 04:42 下午,袁丽,铜陵市郊区博世汽车修理厂,2018-04-14 04:42 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,号码错误,,有效沟通,,,完成,
zcrm_105530000002190576,18年春电销,无,袁丽,高,2018-04-14 04:42 下午,袁丽,砀山县新建汽车修理厂,2018-04-14 04:42 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190577,18年春电销,无,袁丽,高,2018-04-14 02:33 下午,袁丽,含山县快乐汽车维修厂,2018-04-14 02:33 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190578,18年春电销,无,袁丽,高,2018-04-14 02:28 下午,袁丽,巢湖市居巢区交通汽车修配厂,2018-04-14 02:28 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190579,18年春电销,无,袁丽,高,2018-04-14 04:41 下午,袁丽,六安中德之星汽车维修服务有限公司,2018-04-14 04:41 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190580,18年春电销,无,袁丽,高,2018-04-14 02:23 下午,袁丽,阜阳市新发汽车维修服务有限公司,2018-04-14 02:23 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000002190581,18年春电销,无,袁丽,高,2018-04-14 02:22 下午,袁丽,颍上县英豪汽车维修服务有限公司,2018-04-14 02:22 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190582,18年春电销,无,袁丽,高,2018-04-14 02:11 下午,袁丽,马鞍山市成成汽车维修服务有限责任公司,2018-04-14 02:11 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,号码错误,,有效沟通,,,完成,
zcrm_105530000002190583,18年春电销,无,袁丽,高,2018-04-14 02:09 下午,袁丽,当涂县塘南镇华珍汽车修理厂,2018-04-14 02:09 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190584,18年春电销,,袁丽,高,2018-04-14 04:40 下午,袁丽,郎溪县十字镇安通汽车修配厂,2018-04-14 04:40 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190585,18年春电销,无,袁丽,高,2018-04-14 02:05 下午,袁丽,宣城市利业汽车修理厂,2018-04-14 02:05 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190586,18年春电销,无,袁丽,高,2018-04-14 02:04 下午,袁丽,界首市洪运汽车修理厂,2018-04-14 02:04 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190587,18年春电销,无,袁丽,高,2018-04-14 02:02 下午,袁丽,濉溪县孙町洪伟汽修厂,2018-04-14 02:02 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190588,18年春电销,无,袁丽,高,2018-04-14 02:01 下午,袁丽,淮北市相山区孟良汽车维修中心,2018-04-14 02:01 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190589,18年春电销,无,袁丽,高,2018-04-14 01:42 下午,袁丽,淮北市相山区创收汽车修理厂,2018-04-14 01:42 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000002190590,18年春电销,无,袁丽,高,2018-04-14 01:38 下午,袁丽,池州市黄屯汽车修配中心,2018-04-14 01:38 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190591,18年春电销,无,袁丽,高,2018-04-14 01:36 下午,袁丽,蚌埠德奥汽车维修有限公司,2018-04-14 01:36 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190592,18年春电销,低,袁丽,高,2018-04-14 01:35 下午,袁丽,怀远县长城汽车修配厂,2018-04-14 01:35 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190593,18年春电销,低,袁丽,高,2018-04-14 01:24 下午,袁丽,淮北市相山区悦达汽车维修店,2018-04-14 01:24 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190594,18年春电销,中,袁丽,高,2018-04-14 01:20 下午,袁丽,淮北市相山区惠友汽车修理厂,2018-04-14 01:20 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已添加,有效沟通,,,完成,
zcrm_105530000002190595,18年春电销,无,袁丽,高,2018-04-14 01:16 下午,袁丽,宣城市必胜汽车修理厂,2018-04-14 01:16 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190596,18年春电销,无,袁丽,高,2018-04-14 01:13 下午,袁丽,宣城市三利汽车修理厂,2018-04-14 01:13 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190597,18年春电销,无,袁丽,高,2018-04-14 01:07 下午,袁丽,泾县建华汽车车身维修部,2018-04-14 01:07 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190598,18年春电销,低,袁丽,高,2018-04-14 01:05 下午,袁丽,郎溪县十字镇宏达汽车修理厂,2018-04-14 01:05 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190599,18年春电销,无,袁丽,高,2018-04-14 11:15 上午,袁丽,宣城市民旺汽车服务有限责任公司,2018-04-14 11:15 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190600,18年春电销,无,袁丽,高,2018-04-14 11:13 上午,袁丽,郎溪县安亿汽车服务有限公司,2018-04-14 11:13 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190601,18年春电销,无,袁丽,高,2018-04-14 11:12 上午,袁丽,金寨县金江小汽车修理厂,2018-04-14 11:12 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190602,18年春电销,无,袁丽,高,2018-04-14 11:10 上午,袁丽,六安开发区陈良山小汽车修理部,2018-04-14 11:10 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190603,18年春电销,无,袁丽,高,2018-04-14 11:06 上午,袁丽,六安开发区永盛汽车修理厂,2018-04-14 11:06 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190604,18年春电销,中,袁丽,高,2018-04-14 11:04 上午,袁丽,巢湖市林森汽车修理厂,2018-04-14 11:04 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190605,18年春电销,无,袁丽,高,2018-04-14 11:01 上午,袁丽,巢湖市公路汽车大修厂,2018-04-14 11:01 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190606,18年春电销,无,袁丽,高,2018-04-14 10:58 上午,袁丽,庐江县白湖镇隆诚汽车修理厂,2018-04-14 10:58 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190607,18年春电销,无,袁丽,高,2018-04-14 10:57 上午,袁丽,安庆市振鑫汽车修理厂,2018-04-14 10:57 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,号码错误,,有效沟通,,,完成,
zcrm_105530000002190608,18年春电销,无,袁丽,高,2018-04-14 10:56 上午,袁丽,田家庵区德驰汽车修理厂,2018-04-14 10:56 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000002190609,18年春电销,低,袁丽,高,2018-04-14 10:54 上午,袁丽,田区安顺汽修厂,2018-04-14 10:54 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190610,18年春电销,无,袁丽,高,2018-04-14 10:52 上午,袁丽,淮南市运输总公司出租汽修厂,2018-04-14 10:52 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190611,18年春电销,低,袁丽,高,2018-04-14 04:39 下午,袁丽,潜山县源潭镇路达汽车修理厂,2018-04-14 04:39 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190612,18年春电销,无,袁丽,高,2018-04-14 10:50 上午,袁丽,长丰县吴山镇周成小汽车修理厂,2018-04-14 10:50 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190613,18年春电销,无,袁丽,高,2018-04-14 04:36 下午,袁丽,合肥众泰龙汽车维修服务有限公司,2018-04-14 04:36 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190614,18年春电销,无,袁丽,高,2018-04-14 04:36 下午,袁丽,合肥诚创汽车服务有限公司,2018-04-14 04:36 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190615,18年春电销,无,袁丽,高,2018-04-14 10:13 上午,袁丽,神州畅行（福建）汽车服务有限公司阜阳分公司,2018-04-14 10:13 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190616,18年春电销,无,袁丽,高,2018-04-14 10:12 上午,袁丽,颍上中胜汽车维修服务有限公司,2018-04-14 10:12 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,拒绝沟通,,,完成,
zcrm_105530000002190617,18年春电销,无,袁丽,高,2018-04-14 10:10 上午,袁丽,颍上县宝驰汽车修配厂,2018-04-14 10:10 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190618,18年春电销,低,袁丽,高,2018-04-14 10:07 上午,袁丽,涡阳县宝山汽车修理厂,2018-04-14 10:07 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190619,18年春电销,低,袁丽,高,2018-04-14 10:04 上午,袁丽,涡阳县捷诚汽车维修有限责任公司,2018-04-14 10:04 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190620,18年春电销,无,袁丽,高,2018-04-14 04:34 下午,袁丽,枞阳县誉致汽车销售维修服务有限公司,2018-04-14 04:34 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190621,18年春电销,无,袁丽,高,2018-04-14 09:59 上午,袁丽,安庆市神舟汽车修理厂,2018-04-14 09:59 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190622,18年春电销,无,袁丽,高,2018-04-14 04:33 下午,袁丽,大通鑫瑞汽车修理有限公司,2018-04-14 04:33 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,号码错误,,有效沟通,,,完成,
zcrm_105530000002190623,18年春电销,无,袁丽,高,2018-04-14 04:32 下午,袁丽,大通县誉天驰汽车修理厂,2018-04-14 04:32 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190624,18年春电销,无,袁丽,高,2018-04-14 09:54 上午,袁丽,阜阳市颍州区佰龙汽车维修厂,2018-04-14 09:54 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已请求,有效沟通,,,完成,
zcrm_105530000002190625,18年春电销,无,袁丽,高,2018-04-14 09:50 上午,袁丽,歙县宏达汽车修理厂,2018-04-14 09:50 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190626,18年春电销,无,袁丽,高,2018-04-14 09:49 上午,袁丽,黄山市屯溪区华特汽车修理厂,2018-04-14 09:49 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190627,18年春电销,无,袁丽,高,2018-04-14 04:31 下午,袁丽,六安市开发区凯盛裕丰汽车修理厂,2018-04-14 04:31 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190628,18年春电销,中,袁丽,高,2018-04-14 09:47 上午,袁丽,寿县自江汽车修理服务有限公司,2018-04-14 09:47 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,已添加,有效沟通,,,完成,
zcrm_105530000002190629,18年春电销,无,袁丽,高,2018-04-14 09:44 上午,袁丽,寿光市洛城付氏汽修厂,2018-04-14 09:44 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190630,18年春电销,无,袁丽,高,2018-04-14 09:43 上午,袁丽,寿光市稻田杨涛汽车修理厂,2018-04-14 09:43 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190631,18年春电销,无,袁丽,高,2018-04-14 09:40 上午,袁丽,滁州市琅琊区立军汽车修理厂,2018-04-14 09:40 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,有效沟通,,,完成,
zcrm_105530000002190632,18年春电销,无,袁丽,高,2018-04-14 09:38 上午,袁丽,涡阳县涡北街道俊华汽车修理厂,2018-04-14 09:38 上午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,停机,,未接听/正在通话/对方忙/信号差,,,完成,
zcrm_105530000002191360,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,芜湖聚鑫汽车自动变速箱维修有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191361,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,怀宁县高河镇通达汽车维修厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191362,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,繁昌县国兵汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191363,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,芜湖市龙华汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191364,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,涡阳县奥驰汽车维修服务有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191365,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,界首市交通汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191366,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,界首市顺发汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191367,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,阜阳市百盛小汽车维修有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191368,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,合肥市蜀山区都得益小汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191369,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,霍邱县家龙汽车维修服务有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191370,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,六安开发区田丰汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191371,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,滁州市南谯区盛华汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191372,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,巢湖市居巢区巢航汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191373,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,黄山区汤口镇寨西精诚汽修厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191374,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,亳州市成友汽车修配有限责任公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191375,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,颍上县宝迪汽车维修服务有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191376,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,合肥市蜀山区兴远汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191377,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,寿光市月真汽车维修有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191378,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,寿光市乐孝汽修厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191379,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,寿光市北城汽修厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191380,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,寿光市刘星汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191381,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,和硕县兴红汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191382,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,滁州市南谯区开萍汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191383,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,安庆市开发区胜大汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191384,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,寿阳县万达汽修厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191385,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,大通县忠兴汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191386,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,大通县小熊汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191387,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,定远县花园汽车维修厂（普通合伙）,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191388,18年春电销,无,小丁,高,2018-04-14 02:54 下午,小丁,安徽省富瑞汽车服务有限公司,2018-04-14 02:54 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,未添加,拒绝沟通,,,完成,
zcrm_105530000002191389,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,蚌埠市龙子湖区金林汽车修配厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191390,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,芜湖市亚飞汽车维修设备销售有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191391,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,田家庵区李虎汽修厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191392,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,枞阳县新兴汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191393,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,合肥新思路旅游汽车服务有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191394,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,阜阳市万友汽车维修养护有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191395,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,舒城县合众小汽车修理厂（普通合伙）,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191396,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,阜阳市宝汇星汽车维修服务有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191397,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,马鞍山市东桥汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191398,18年春电销,无,小丁,高,2018-04-14 02:53 下午,小丁,亳州市汽车客运集团艺博汽车修理有限公司,2018-04-14 02:53 下午,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,修大货车,未添加,有效沟通,,,完成,
zcrm_105530000002191399,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,霍山县安顺汽车维修有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191400,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,六安市金安区木厂镇二胡汽车修配厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191401,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,寿光市羊口镇鑫凯汽修厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191402,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,寿光市亚亨汽修厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191403,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,芜湖市旭华汽车服务有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191404,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,黄山车鲁班汽车维修服务有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191405,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,庐江县昌福汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191406,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,合肥瑶海区捷诚汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191407,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,定远县炉桥镇昊鑫汽修有限责任公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191408,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,当涂县鸿运汽车维修服务有限公司,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
zcrm_105530000002191409,18年春电销,,小丁,高,2018-04-13 06:05 下午,零克,宁国市腾达汽车修理厂,,2018-04-13 06:05 下午,零克,2018-04-13,电话营销,,,,,,未启动,
